210781,凌海市,凌海市,辽宁,210700,121200
210782,北镇市,北镇市,辽宁,210700,121300
210783,其它区,其它区,辽宁,210700,
210800,营口市,营口,辽宁,210000,115000
210802,站前区,站前区,辽宁,210800,115002
210803,西市区,西市区,辽宁,210800,115004
210804,鲅鱼圈区,鲅鱼圈区,辽宁,210800,115007
210811,老边区,老边区,辽宁,210800,115005
210881,盖州市,盖州市,辽宁,210800,115200
210882,大石桥市,大石桥市,辽宁,210800,115100
210883,其它区,其它区,辽宁,210800,
210900,阜新市,阜新,辽宁,210000,123000
210902,海州区,海州区,辽宁,210900,123000
210903,新邱区,新邱区,辽宁,210900,123005
